#F EADL97_LShellNonradiativeRates.dat
#U00 This file is a conversion to specfile format of 
#U01 directly extracted EADL97 nonradiative transition probabilities.
#U02 EADL itself can be found at:
#U03           http://www-nds.iaea.org/epdl97/libsall.htm
#U04 The code used to generate this file has been:
#U05 GenerateEADLShellNonradiativeRates.py
#U06

#S 1 L1-Shell nonradiative rates
#N 51
#L Z  TOTAL  L1-L2L2  L1-L2L3  L1-L2M1  L1-L2M2  L1-L2M3  L1-L2M4  L1-L2M5  L1-L3L2  L1-L3L3  L1-L3M1  L1-L3M2  L1-L3M3  L1-L3M4  L1-L3M5  L1-M1L2  L1-M1L3  L1-M1M1  L1-M1M2  L1-M1M3  L1-M1M4  L1-M1M5  L1-M2L2  L1-M2L3  L1-M2M1  L1-M2M2  L1-M2M3  L1-M2M4  L1-M2M5  L1-M3L2  L1-M3L3  L1-M3M1  L1-M3M2  L1-M3M3  L1-M3M4  L1-M3M5  L1-M4L2  L1-M4L3  L1-M4M1  L1-M4M2  L1-M4M3  L1-M4M4  L1-M4M5  L1-M5L2  L1-M5L3  L1-M5M1  L1-M5M2  L1-M5M3  L1-M5M4  L1-M5M5
19  9.9914372E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1417400E-02  2.0764100E-01  1.4884000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6216200E-01  5.7492800E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6161500E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
20  9.9877838E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0855600E-02  1.9891700E-01  1.4584400E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6140900E-01  5.7064300E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5875100E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
21  9.9832415E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0096000E-02  1.8350900E-01  1.3726400E-02  1.3942200E-03  1.5744500E-03  0.0000000E+00  0.0000000E+00  1.5085100E-01  5.3150200E-01  1.5780300E-02  3.1754500E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4735100E-02  1.6850100E-02  2.8124700E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
22  9.9777159E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.1971400E-03  1.6674700E-01  1.2699800E-02  2.3752300E-03  2.9717100E-03  0.0000000E+00  0.0000000E+00  1.3865100E-01  4.8708200E-01  3.0314600E-02  6.0478400E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3481400E-02  3.3090500E-02  5.3685800E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.4511600E-03  1.1333200E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.5311800E-04
23  9.9711521E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.3997300E-03  1.5227900E-01  1.1795800E-02  3.0427300E-03  4.1949400E-03  0.0000000E+00  0.0000000E+00  1.2669200E-01  4.4366600E-01  4.2909200E-02  8.4908700E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2348000E-02  4.8114200E-02  7.6417800E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.5554800E-03  2.5557700E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6248700E-03
24  9.9635066E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.1981200E-03  1.2980300E-01  1.0196700E-02  3.7646800E-03  5.6644400E-03  0.0000000E+00  0.0000000E+00  1.1234400E-01  3.9185000E-01  5.9561500E-02  1.1696900E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0475100E-02  6.5135700E-02  1.0231800E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1161600E-02  5.1225800E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.0697600E-03
25  9.9546905E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.6169300E-03  1.2070900E-01  9.6452000E-03  3.5732600E-03  5.8852000E-03  0.0000000E+00  0.0000000E+00  1.0239600E-01  3.5639600E-01  6.0660200E-02  1.1832000E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.8871400E-03  6.9871800E-02  1.0743100E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.8329300E-02  8.3853900E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.7645000E-03
26  9.9446839E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.7201700E-03  1.0474400E-01  8.4854200E-03  3.5227200E-03  6.2948900E-03  0.0000000E+00  0.0000000E+00  8.9164000E-02  3.0932100E-01  6.4590100E-02  1.2512000E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.6140000E-03  7.5505100E-02  1.1460000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.9435300E-02  1.3435400E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.4571700E-03
27  9.9334222E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.8539400E-03  8.9312500E-02  7.3329200E-03  3.3342500E-03  6.4199400E-03  0.0000000E+00  0.0000000E+00  7.6769800E-02  2.6545900E-01  6.5992900E-02  1.2708800E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.3734200E-03  7.7646100E-02  1.1661800E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.1830500E-02  1.9051700E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.9856500E-03
28  9.9219806E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.1294300E-03  7.6294500E-02  6.3425600E-03  3.1145100E-03  6.4169100E-03  0.0000000E+00  0.0000000E+00  6.5922900E-02  2.2712700E-01  6.5790100E-02  1.2599800E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.3177500E-03  7.8115200E-02  1.1620800E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.1176600E-02  2.3264000E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.3784100E-03
29  9.9077658E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.6293300E-03  6.6880200E-02  5.6185800E-03  3.1185200E-03  6.8373700E-03  0.0000000E+00  0.0000000E+00  5.7749900E-02  1.9808400E-01  6.9246600E-02  1.3171500E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.5245100E-03  8.2691600E-02  1.2204300E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.8494300E-02  2.6501600E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2038600E-02
30  9.8936646E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.2982500E-03  6.1443000E-02  5.2242300E-03  2.9170400E-03  6.7209200E-03  0.0000000E+00  0.0000000E+00  5.3622900E-02  1.8335000E-01  6.8826900E-02  1.3042700E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.1114600E-03  8.2784400E-02  1.2116700E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.0720000E-02  2.7468400E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2711400E-02
31  9.8787626E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.0086700E-03  5.6722600E-02  4.8823900E-03  2.7348800E-03  6.5650300E-03  0.0000000E+00  0.0000000E+00  5.0084400E-02  1.7074100E-01  6.8096500E-02  1.2849300E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.7525600E-03  8.2403800E-02  1.1959100E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.1469500E-02  2.7749800E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3173300E-02
32  9.8628758E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.7638600E-03  5.2591000E-02  4.5762900E-03  2.5658600E-03  6.3820900E-03  0.0000000E+00  0.0000000E+00  4.6947900E-02  1.5955300E-01  6.7013000E-02  1.2589100E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.4361700E-03  8.1496200E-02  1.1714200E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.1788600E-02  2.7821600E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3395200E-02
33  9.8461694E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.5413000E-03  4.8931800E-02  4.3068100E-03  2.4094900E-03  6.1307500E-03  0.0000000E+00  0.0000000E+00  4.4144200E-02  1.4953300E-01  6.5200300E-02  1.2195600E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.1426900E-03  7.9670600E-02  1.1376900E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.1825600E-02  2.7767400E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3407300E-02
34  9.8283277E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.3527600E-03  4.5815700E-02  4.0708600E-03  2.2731200E-03  5.8926500E-03  0.0000000E+00  0.0000000E+00  4.1691000E-02  1.4077800E-01  6.3341700E-02  1.1792900E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.8876200E-03  7.7701500E-02  1.1023500E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.1696700E-02  2.7641800E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3314500E-02
35  9.8090832E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.1910900E-03  4.3140000E-02  3.8684500E-03  2.1596100E-03  5.6742200E-03  0.0000000E+00  0.0000000E+00  3.9506600E-02  1.3297500E-01  6.1458600E-02  1.1391000E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.6600000E-03  7.5613700E-02  1.0658100E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.1491000E-02  2.7480300E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3173600E-02
36  9.7893196E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.0372700E-03  4.0624500E-02  3.6729200E-03  2.0594500E-03  5.4592200E-03  0.0000000E+00  0.0000000E+00  3.7450200E-02  1.2566300E-01  5.9495600E-02  1.0976800E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.4531600E-03  7.3333300E-02  1.0270400E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.1158300E-02  2.7273700E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2954100E-02
37  9.7661288E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.9279800E-03  3.8992100E-02  3.5475300E-03  2.0253700E-03  5.3327700E-03  0.0000000E+00  0.0000000E+00  3.6185000E-02  1.2104300E-01  5.8510700E-02  1.0739900E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.3155600E-03  7.2245300E-02  1.0067400E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.1121400E-02  2.7182100E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2905900E-02
38  9.7421074E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.8374600E-03  3.7558200E-02  3.4440100E-03  1.9771800E-03  5.2096600E-03  0.0000000E+00  0.0000000E+00  3.5067700E-02  1.1691900E-01  5.7522600E-02  1.0509500E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.1937100E-03  7.1153800E-02  9.8622600E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.0839900E-02  2.6992400E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2816000E-02
39  9.7165323E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7506600E-03  3.6177600E-02  3.3411500E-03  1.9326100E-03  5.0753300E-03  0.0000000E+00  0.0000000E+00  3.3972200E-02  1.1287400E-01  5.6372400E-02  1.0253800E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.0772200E-03  6.9798900E-02  9.6323100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.0214300E-02  2.6659000E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2656300E-02
40  9.6901567E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6696000E-03  3.4893900E-02  3.2452300E-03  1.8953900E-03  4.9404900E-03  0.0000000E+00  0.0000000E+00  3.2932100E-02  1.0903800E-01  5.5169100E-02  9.9910300E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.9645700E-03  6.8330800E-02  9.3931200E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.9411200E-02  2.6240800E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2460100E-02
41  9.6619335E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5878800E-03  3.3581100E-02  3.1405100E-03  1.8563100E-03  4.7974900E-03  0.0000000E+00  0.0000000E+00  3.1799700E-02  1.0492600E-01  5.3743700E-02  9.6898000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.8463400E-03  6.6525600E-02  9.1066600E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.8306400E-02  2.5703000E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2200000E-02
42  9.6315856E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5154900E-03  3.2483700E-02  3.0506400E-03  1.8495200E-03  4.6677900E-03  0.0000000E+00  0.0000000E+00  3.0883000E-02  1.0153900E-01  5.2522800E-02  9.4209700E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.7454000E-03  6.4969200E-02  8.8680300E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.7383200E-02  2.5230400E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1974300E-02
43  9.5995444E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4508500E-03  3.1463800E-02  2.9720100E-03  1.8259600E-03  4.5405100E-03  0.0000000E+00  0.0000000E+00  3.0034100E-02  9.8376100E-02  5.1307200E-02  9.1632300E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.6541000E-03  6.3427000E-02  8.6338900E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.6310000E-02  2.4707200E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1725900E-02
44  9.5663189E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3950800E-03  3.0554500E-02  2.9021200E-03  1.8073000E-03  4.4104600E-03  0.0000000E+00  0.0000000E+00  2.9302900E-02  9.5595400E-02  5.0195400E-02  8.9273800E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.5717000E-03  6.2004900E-02  8.4224000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.5162000E-02  2.4143500E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1467600E-02
45  9.5302642E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3407500E-03  2.9670000E-02  2.8307500E-03  1.7923700E-03  4.2909800E-03  0.0000000E+00  0.0000000E+00  2.8563800E-02  9.2809500E-02  4.9054000E-02  8.6855900E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.4920200E-03  6.0481900E-02  8.1989700E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.4029500E-02  2.3594900E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1209900E-02
46  9.4920189E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2861300E-03  2.8798400E-02  2.7597600E-03  1.7785300E-03  4.1655600E-03  0.0000000E+00  0.0000000E+00  2.7817100E-02  9.0010800E-02  4.7840700E-02  8.4336300E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.4105200E-03  5.8852800E-02  7.9645200E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.2764500E-02  2.2992800E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0926400E-02
47  9.4529733E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2413600E-03  2.8079200E-02  2.7021800E-03  1.7759000E-03  4.0625600E-03  0.0000000E+00  0.0000000E+00  2.7217000E-02  8.7710000E-02  4.6853400E-02  8.2245800E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.3433000E-03  5.7490900E-02  7.7677100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.1716200E-02  2.2488900E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0688600E-02
48  9.4091492E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2014400E-03  2.7478400E-02  2.6530900E-03  1.7800900E-03  3.9710800E-03  0.0000000E+00  0.0000000E+00  2.6712800E-02  8.5715500E-02  4.6002200E-02  8.0389100E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.2849400E-03  5.6277800E-02  7.5942700E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.0783800E-02  2.2034500E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0477100E-02
49  9.3634093E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1588500E-03  2.6879000E-02  2.6012200E-03  1.7986600E-03  3.8763400E-03  0.0000000E+00  0.0000000E+00  2.6179200E-02  8.3636200E-02  4.5079700E-02  7.8387800E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.2221300E-03  5.4965400E-02  7.4092800E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.9801100E-02  2.1556600E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0249900E-02
50  9.3151653E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1215900E-03  2.6298600E-02  2.5530700E-03  1.8039300E-03  3.7820500E-03  0.0000000E+00  0.0000000E+00  2.5698200E-02  8.1744100E-02  4.4171800E-02  7.6457400E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.1670100E-03  5.3684300E-02  7.2322700E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.8795900E-02  2.1073200E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0023000E-02
51  9.2631553E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0876600E-03  2.5790300E-02  2.5097300E-03  1.8136900E-03  3.6947000E-03  0.0000000E+00  0.0000000E+00  2.5255000E-02  7.9965200E-02  4.3353800E-02  7.4709000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.1159700E-03  5.2476900E-02  7.0656600E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.7828900E-02  2.0615400E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.8072400E-03
52  9.2090317E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0558500E-03  2.5318100E-02  2.4698900E-03  1.8242400E-03  3.6100600E-03  0.0000000E+00  0.0000000E+00  2.4847800E-02  7.8304100E-02  4.2558900E-02  7.3008800E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.0673200E-03  5.1302800E-02  6.9033100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.6877900E-02  2.0161100E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.5954400E-03
53  9.1515060E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0279400E-03  2.4894500E-02  2.4352300E-03  1.8380700E-03  3.5227800E-03  0.0000000E+00  0.0000000E+00  2.4528700E-02  7.6910500E-02  4.1844500E-02  7.1470300E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.0240500E-03  5.0242200E-02  6.7626500E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.5891700E-02  1.9684400E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.3787600E-03
54  9.0916603E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0605400E-03  2.5532000E-02  2.4463000E-03  1.9386600E-03  3.4474000E-03  0.0000000E+00  0.0000000E+00  2.5035500E-02  7.8224600E-02  4.1463000E-02  7.0976300E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.0508800E-03  4.8821100E-02  6.6336000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.4483100E-02  1.9097000E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.1019800E-03
55  9.0281434E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0327900E-03  2.5123200E-02  2.4142100E-03  1.9552200E-03  3.3654000E-03  0.0000000E+00  0.0000000E+00  2.4724400E-02  7.6847400E-02  4.0794200E-02  6.9515800E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.0079800E-03  4.7829200E-02  6.4997200E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.3566400E-02  1.8654200E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.9010400E-03
56  8.9594181E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0046700E-03  2.4723100E-02  2.3795200E-03  1.9744500E-03  3.2919300E-03  0.0000000E+00  0.0000000E+00  2.4387500E-02  7.5406600E-02  4.0099900E-02  6.7991500E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.9654800E-03  4.6770900E-02  6.3572500E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.2716100E-02  1.8248800E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.7106400E-03
57  8.8894112E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.7474700E-04  2.4321100E-02  2.3427900E-03  2.0100900E-03  3.2169300E-03  0.0000000E+00  0.0000000E+00  2.4035700E-02  7.3946700E-02  3.9377500E-02  6.6386600E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.9199200E-03  4.5662300E-02  6.2103600E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.1886900E-02  1.7848000E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.5202900E-03
58  8.8098066E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.6187400E-04  2.4306000E-02  2.3456300E-03  2.0624800E-03  3.1917400E-03  0.0000000E+00  0.0000000E+00  2.4075500E-02  7.3663600E-02  3.9282100E-02  6.5880100E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.9076100E-03  4.5320600E-02  6.1641700E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.1679900E-02  1.7719000E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.4617100E-03
