41
 4.60517000000254E+0000  9.33805999999458E+0000  0.00000000000000E+0000
 4.82830999999715E+0000  8.64615000000049E+0000  0.00000000000000E+0000
 5.01064000000042E+0000  8.07356999999320E+0000  0.00000000000000E+0000
 5.16479000000254E+0000  7.59137999999802E+0000  0.00000000000000E+0000
 5.29832000000169E+0000  7.16640999999800E+0000  0.00000000000000E+0000
 5.52146000000357E+0000  6.44561000000249E+0000  0.00000000000000E+0000
 5.70378000000346E+0000  5.87376999999833E+0000  0.00000000000000E+0000
 5.85792999999831E+0000  5.36460000000079E+0000  0.00000000000000E+0000
 5.99145999999746E+0000  4.91694000000280E+0000  0.00000000000000E+0000
 6.10925000000134E+0000  4.55159999999887E+0000  0.00000000000000E+0000
 6.21461000000272E+0000  4.19759000000340E+0000  0.00000000000000E+0000
 6.30991999999969E+0000  3.86710999999923E+0000  0.00000000000000E+0000
 6.39693000000261E+0000  3.58924000000115E+0000  0.00000000000000E+0000
 6.47697000000335E+0000  3.35998000000109E+0000  0.00000000000000E+0000
 6.55107999999746E+0000  3.11564999999973E+0000  0.00000000000000E+0000
 6.68460999999661E+0000  2.63145000000077E+0000  0.00000000000000E+0000
 6.90776000000187E+0000  1.91948000000048E+0000  0.00000000000000E+0000
 6.90776000000187E+0000  1.91948000000048E+0000  0.00000000000000E+0000
 7.31321999999636E+0000  5.60672999999952E-0001 -8.17065999999613E-0002
 7.60089999999764E+0000 -4.09751000000142E-0001 -6.56671000000415E-0002
 8.00637000000279E+0000 -1.78584000000046E+0000 -2.22202999999865E-0002
 8.29404999999679E+0000 -2.76595000000088E+0000 -7.37120999999661E-0002
 8.51718999999866E+0000 -3.52952000000005E+0000 -3.47029999999791E-0002
 8.69951000000583E+0000 -4.15434000000096E+0000  7.45202000000518E-0002
 8.98720000000321E+0000 -5.13874999999825E+0000 -1.14091000000030E-0001
 9.21034000000509E+0000 -5.90587999999843E+0000 -2.75081999999927E-0003
 9.61581000000297E+0000 -7.30232000000251E+0000 -2.05458000000078E-0002
 9.90348999999696E+0000 -8.29455999999482E+0000 -2.58863999999903E-0003
 1.03089999999938E+0001 -9.69384999999602E+0000 -5.87612000000348E-0003
 1.05966000000044E+0001 -1.06869000000006E+0001  1.49784000000039E-0002
 1.08197999999974E+0001 -1.14563999999954E+0001  3.25111000000220E-0002
 1.10020999999978E+0001 -1.20840000000025E+0001  4.18558000000075E-0002
 1.12897999999986E+0001 -1.30712000000057E+0001  6.18208999999865E-0002
 1.15129000000015E+0001 -1.38334000000031E+0001  9.40326999999570E-0002
 1.19183999999950E+0001 -1.52038000000029E+0001  2.05926999999974E-0001
 1.22060999999957E+0001 -1.61563000000024E+0001  3.09957999999824E-0001
 1.26114999999990E+0001 -1.74508999999962E+0001  5.39023000000270E-0001
 1.28991999999998E+0001 -1.83162000000011E+0001  8.29195000000254E-0001
 1.31223999999929E+0001 -1.89429999999993E+0001  8.51437000000260E-0001
 1.33046999999933E+0001 -1.94205000000074E+0001  1.45212999999967E+0000
 1.35923999999940E+0001 -2.01010999999999E+0001  0.00000000000000E+0000
41
