3  KL3       54.3
4  KL3      108.5
5  KL3      183.3
6  KL3        277
7  KL3      392.4
8  KL3      524.9
9  KL3      676.8
10  KL1   817.69
10  KL2   848.61
10  KL3   848.61
10  KM1   857.89
10  KM2   857.89
10  KM3   857.89
10  KM4   857.89
10  KM5   857.89
11  KL1   1004.99
11  KL2   1040.98
11  KL3   1040.98
11  KM1   1071.12
11  KM2   1071.12
11  KM3   1071.12
11  KM4   1071.12
11  KM5   1071.12
11  L1M1  68.0
11  L2M1  31.3
11  L3M1  31.09
12  KL1   1211.54
12  KL2   1253.437
12  KL3   1253.688
12  KM1   1302.20
12  KM2   1302.20
12  KM3   1302.20
12  KM4   1302.20
12  KM5   1302.20
12  L1M1  92.0
12  L2M1  49.4
12  L3M1  49.14
13  KL1   1438.94
13  KL2   1486.295
13  KL3   1486.708
13  KM1   1557.57
13  KM2   1557.57
13  KM3   1557.57
13  KM4   1557.57
13  KM5   1557.57
13  L1M1  117.7
13  L1M2  122.3
13  L2M1  69.5
13  L2M2  74.2
13  L3M1  69.1
13  L3M2  73.7
14  KL1   1686.54
14  KL2   1739.394
14  KL3   1739.985
14  KM1   1835.96
14  KM2   1835.96
14  KM3   1835.96
14  KM4   1835.96
14  KM5   1835.96
14  L1M1  148.42
14  L1M2  155.24
14  L2M1  95.3
14  L2M2  102.11
14  L3M1  93.81
14  L3M2  100.63
15  KL1   1954.45
15  KL2   2012.70
15  KL3   2013.68
15  KM1   2139.1
15  KM2   2139.1
15  KM3   2139.1
15  KM4   2139.1
15  KM5   2139.1
15  L1M1  181.7
15  L1M2  189.34
15  L1M3  186.4
15  L2M1  123.0
15  L2M2  130.65
15  L2M3  127.7
15  L3M1  121.41
15  L3M2  129.07
15  L3M3  126.1
16  KL1   2242.56
16  KL2   2306.700
16  KL3   2307.885
16  KM1   2460.1
16  KM2   2469.73
16  KM3   2464.07
16  L1M1  217.5
16  L1M2  227.17
16  L1M3  224.96
16  L2M1  148.66
16  L2M2  162.72
16  L2M3  160.52
16  L3M1  148.66
16  L3M2  160.93
16  L3M3  158.73
17  KL1   2550.96
17  KL2   2620.846
17  KL3   2622.440
17  KM1   2815.60
17  KM2   2815.60
17  KM3   2815.60
17  KM4   2815.60
17  KM5   2815.60
17  L1M1  256.0
17  L1M2  268.08
17  L1M3  266.62
17  L2M1  184.14
17  L2M2  197.77
17  L2M3  196.31
17  L3M1  182.60
17  L3M2  195.37
17  L3M3  193.91
18  KL1   2880.13
18  KL2   2955.566
18  KL3   2957.682
18  KM1   3177.4
18  KM2   3190.49
18  KM3   3190.49
18  L1M1  297.3
18  L1M2  311.18
18  L1M3  311.35
18  L2M1  221.79
18  L2M2  235.41
18  L2M3  235.58
18  L3M1  220.22
18  L3M2  233.40
18  L3M3  233.57
19  KL1   3229.98
19  KL2   3311.1956
19  KL3   3313.9476
19  KM1   3575.0
19  KM2   3589.63
19  KM3   3589.63
19  KM4   3602.78
19  KM5   3602.78
19  KN1   3611.14
19  L1M1  345.0
19  L1M2  361.81
19  L1M3  361.52
19  L1N1  381.16
19  L2M1  262.45
19  L2M2  279.81
19  L2M3  279.52
19  L2N1  299.17
19  L3M1  259.703
19  L3M2  277.18
19  L3M3  276.90
19  L3N1  296.54
20  KL1   3598.89
20  KL2   3688.128
20  KL3   3691.719
20  KM1   3993.8
20  KM2   4012.76
20  KM3   4012.76
20  KM4   4032.47
20  KM5   4032.47
20  KN1   4043.20
20  L1M1  394.9
20  L1M2  415.43
20  L1M3  415.80
20  L1N1  444.32
20  L2M1  306.43
20  L2M2  326.76
20  L2M3  327.12
20  L2M4  344.97
20  L2N1  355.64
20  L3M1  302.69
20  L3M2  323.34
20  L3M3  323.71
20  L3M4  341.27
20  L3M5  341.27
20  L3N1  352.23
21  KL1   3991.57
21  KL2   4085.9526
21  KL3   4090.735
21  KM1   4438.8
21  KM2   4460.44
21  KM3   4460.44
21  KM4   4486.59
21  KM5   4486.59
21  KN1   4495.16
21  L1M1  447.3
21  L1M2  469.59
21  L1M3  471.36
21  L1M4  499.22
21  L1N1  503.60
21  L2M1  352.92
21  L2M2  375.7
21  L2M3  377.5
21  L2M4  399.69
21  L2N1  409.73
21  L3M1  348.36
21  L3M2  371.01
21  L3M3  372.78
21  L3M4  395.48
21  L3M5  395.48
21  L3N1  405.01
22  KL1   4404.59
22  KL2   4504.9201
22  KL3   4510.8991
22  KM1   4907.1
22  KM2   4931.827
22  KM3   4931.827
22  KM4   4962.27
22  KM5   4962.27
22  KN1   4971.09
22  L1M1  502.5
22  L1M2  526.3
22  L1M3  529.9
22  L1M4  561.36
22  L1N1  566.50
22  L2M1  401.37
22  L2M2  426.8
22  L2M3  430.4
22  L2M4  458.35
22  L2N1  467.03
22  L3M1  395.35
22  L3M2  420.5
22  L3M3  424.1
22  L3M4  452.16
22  L3M5  452.16
22  L3N1  460.72
23  KL1   4838.50
23  KL2   4944.671
23  KL3   4952.216
23  KM1   5399.3
23  KM2   5427.320
23  KM3   5427.320
23  KM4   5462.96
23  KM5   5462.96
23  KN1   5471.17
23  L1M1  560.8
23  L1M2  585.1
23  L1M3  585.1
23  L1M4  626.83
23  L1N1  632.67
23  L2M1  453.48
23  L2M2  480.8
23  L2M3  486.4
23  L2M4  519.2
23  L2N1  527.58
23  L3M1  446.46
23  L3M2  472.6
23  L3M3  478.2
23  L3M4  511.27
23  L3M5  511.27
23  L3N1  519.38
24  KL1   5293.35
24  KL2   5405.5384
24  KL3   5414.8045
24  KM1   5914.2
24  KM2   5946.823
24  KM3   5946.823
24  KM4   5986.97
24  KM5   5986.97
24  KN1   5989.03
24  L1M1  620.9
24  L1M2  653.9
24  L1M3  653.9
24  L1M4  693.47
24  L1M5  697.48
24  L1N1  695.68
24  L2M1  510.22
24  L2M2  536.7
24  L2M3  543.0
24  L2M4  582.90
24  L2M5  586.76
24  L2N1  584.96
24  L3M1  500.33
24  L3M2  526.9
24  L3M3  533.2
24  L3M4  572.9
24  L3M5  572.9
24  L3N1  575.15
25  KL1   5769.18
25  KL2   5887.6859
25  KL3   5898.8010
25  KM1   6455.7
25  KM2   6490.585
25  KM3   6490.585
25  KM4   6535.36
25  KM5   6535.36
25  KN1   6544.46
25  L1M1  686.5
25  L1M2  721.2
25  L1M3  721.2
25  L1M4  768.34
25  L1M5  769.36
25  L1N1  775.27
25  L2M1  567.42
25  L2M2  599.2
25  L2M3  606.5
25  L2M4  648.8
25  L2M5  652.34
25  L2N1  658.26
25  L3M1  556.22
25  L3M2  587.3
25  L3M3  594.6
25  L3M4  637.44
25  L3M5  637.44
25  L3N1  646.36
26  KL1   6266.07
26  KL2   6391.0264
26  KL3   6404.0062
26  KM1   7020.2
26  KM2   7058.175
26  KM3   7058.175
26  KM4   7108.26
26  KM5   7108.26
26  KN1   7117.93
26  L1M1  754.1
26  L1M2  792.2
26  L1M3  792.2
26  L1M4  844.52
26  L1M5  845.44
26  L1N1  851.86
26  L2M1  627.8
26  L2M2  663.7
26  L2M3  670.4
26  L2M4  718.32
26  L2M5  721.99
26  L2N1  728.41
26  L3M1  615.30
26  L3M2  650.1
26  L3M3  656.8
26  L3M4  704.8
26  L3M5  704.8
26  L3N1  714.80
27  KL1   6784.08
27  KL2   6915.5380
27  KL3   6930.3780
27  KM1   7609.0
27  KM2   7649.445
27  KM3   7649.445
27  KM4   7705.98
27  KM5   7705.98
27  KN1   7716.05
27  L1M1  824.9
27  L1M2  866.4
27  L1M3  866.4
27  L1M4  924.27
27  L1M5  925.07
27  L1N1  931.97
