  1    K-TOTAL  0.00000000E+00
  2    K-TOTAL  0.00000000E+00
  3    K-TOTAL  0.00000000E+00
  4    K-TOTAL  0.00000000E+00
  5    K-TOTAL  0.00000000E+00
  6    K-TOTAL  9.98318280E-01
  7    K-TOTAL  9.96723430E-01
  8    K-TOTAL  9.94292200E-01
  9    K-TOTAL  9.90823300E-01
 10    K-TOTAL  9.86126900E-01
 11    K-TOTAL  9.80014540E-01
 12    K-TOTAL  9.72307410E-01
 13    K-TOTAL  9.62852130E-01
 14    K-TOTAL  9.51501810E-01
 15    K-TOTAL  9.38149800E-01
 16    K-TOTAL  9.22708210E-01
 17    K-TOTAL  9.05130610E-01
 18    K-TOTAL  8.85410660E-01
 19    K-TOTAL  8.63580660E-01
 20    K-TOTAL  8.39721480E-01
 21    K-TOTAL  8.13958280E-01
 22    K-TOTAL  7.86457590E-01
 23    K-TOTAL  7.57434440E-01
 24    K-TOTAL  7.27133070E-01
 25    K-TOTAL  6.95809320E-01
 26    K-TOTAL  6.63757730E-01
 27    K-TOTAL  6.31273180E-01
 28    K-TOTAL  5.98655080E-01
 29    K-TOTAL  5.66188600E-01
 30    K-TOTAL  5.34127690E-01
 31    K-TOTAL  5.02714100E-01
 32    K-TOTAL  4.72164130E-01
 33    K-TOTAL  4.42633840E-01
 34    K-TOTAL  4.14293730E-01
 35    K-TOTAL  3.87223030E-01
 36    K-TOTAL  3.61521700E-01
 37    K-TOTAL  3.37215520E-01
 38    K-TOTAL  3.14326750E-01
 39    K-TOTAL  2.92880900E-01
 40    K-TOTAL  2.72819900E-01
 41    K-TOTAL  2.54119550E-01
 42    K-TOTAL  2.36739770E-01
 43    K-TOTAL  2.20621480E-01
 44    K-TOTAL  2.05698490E-01
 45    K-TOTAL  1.91910670E-01
 46    K-TOTAL  1.79169230E-01
 47    K-TOTAL  1.67430000E-01
 48    K-TOTAL  1.56618740E-01
 49    K-TOTAL  1.46659780E-01
 50    K-TOTAL  1.37489960E-01
 51    K-TOTAL  1.29069960E-01
 52    K-TOTAL  1.21310560E-01
 53    K-TOTAL  1.14189940E-01
 54    K-TOTAL  1.07629460E-01
 55    K-TOTAL  1.01610950E-01
 56    K-TOTAL  9.60696120E-02
 57    K-TOTAL  9.09701660E-02
 58    K-TOTAL  8.62804730E-02
 59    K-TOTAL  8.19698180E-02
 60    K-TOTAL  7.80008370E-02
 61    K-TOTAL  7.43403700E-02
 62    K-TOTAL  7.09705730E-02
 63    K-TOTAL  6.78698230E-02
 64    K-TOTAL  6.50106200E-02
 65    K-TOTAL  6.23703270E-02
 66    K-TOTAL  5.99402560E-02
 67    K-TOTAL  5.84987110E-02
 68    K-TOTAL  5.61601020E-02
 69    K-TOTAL  5.39804070E-02
 70    K-TOTAL  5.19509310E-02
 71    K-TOTAL  5.00500280E-02
 72    K-TOTAL  4.82800480E-02
 73    K-TOTAL  4.66200530E-02
 74    K-TOTAL  4.61393440E-02
 75    K-TOTAL  4.49496580E-02
 76    K-TOTAL  4.38497050E-02
 77    K-TOTAL  4.28201570E-02
 78    K-TOTAL  4.18802980E-02
 79    K-TOTAL  4.09995570E-02
 80    K-TOTAL  4.01796440E-02
 81    K-TOTAL  3.94094940E-02
 82    K-TOTAL  3.86895950E-02
 83    K-TOTAL  3.80198620E-02
 84    K-TOTAL  3.73800220E-02
 85    K-TOTAL  3.67801570E-02
 86    K-TOTAL  3.61997250E-02
 87    K-TOTAL  3.55860720E-02
 88    K-TOTAL  3.49408040E-02
 89    K-TOTAL  3.35018180E-02
 90    K-TOTAL  3.25835810E-02
 91    K-TOTAL  3.19031400E-02
 92    K-TOTAL  3.13897750E-02
 93    K-TOTAL  3.01877020E-02
 94    K-TOTAL  2.94392990E-02
 95    K-TOTAL  1.70955980E-02
 96    K-TOTAL  1.68532950E-02
 97    K-TOTAL  1.27225600E-02
 98    K-TOTAL  1.28404200E-02
 99    K-TOTAL  1.23964100E-02
100    K-TOTAL  1.24514100E-02
  1    K-L1L1  0.00000000E+00
  2    K-L1L1  0.00000000E+00
  3    K-L1L1  0.00000000E+00
  4    K-L1L1  0.00000000E+00
  5    K-L1L1  0.00000000E+00
  6    K-L1L1  4.13609000E-01
  7    K-L1L1  2.65388000E-01
  8    K-L1L1  1.78644000E-01
  9    K-L1L1  1.25970000E-01
 10    K-L1L1  9.30584000E-02
 11    K-L1L1  8.70552000E-02
 12    K-L1L1  8.23145000E-02
 13    K-L1L1  7.83944000E-02
 14    K-L1L1  7.47954000E-02
 15    K-L1L1  7.12845000E-02
 16    K-L1L1  6.79961000E-02
 17    K-L1L1  6.47454000E-02
 18    K-L1L1  6.16844000E-02
 19    K-L1L1  5.89630000E-02
 20    K-L1L1  5.63485000E-02
 21    K-L1L1  5.44637000E-02
 22    K-L1L1  5.25664000E-02
 23    K-L1L1  5.06652000E-02
 24    K-L1L1  4.89637000E-02
 25    K-L1L1  4.67138000E-02
 26    K-L1L1  4.47039000E-02
 27    K-L1L1  4.27124000E-02
 28    K-L1L1  4.06788000E-02
 29    K-L1L1  3.88567000E-02
 30    K-L1L1  3.67202000E-02
 31    K-L1L1  3.45979000E-02
 32    K-L1L1  3.25471000E-02
 33    K-L1L1  3.05370000E-02
 34    K-L1L1  2.86240000E-02
 35    K-L1L1  2.67974000E-02
 36    K-L1L1  2.50649000E-02
 37    K-L1L1  2.34404000E-02
 38    K-L1L1  2.19164000E-02
 39    K-L1L1  2.05016000E-02
 40    K-L1L1  1.92160000E-02
 41    K-L1L1  1.80219000E-02
 42    K-L1L1  1.68986000E-02
