51 N3  1.89999999999912E-0005
51 N4  1.88999999999884E-0005
51 N5  1.88999999999884E-0005
51 O1  0.00000000000000E+0000
51 O2  0.00000000000000E+0000
51 O3  0.00000000000000E+0000
52 K   8.83157000000210E-0001
52 L1  4.09999999999968E-0002
52 L2  7.39999999999554E-0002
52 L3  7.39999999999554E-0002
52 M1  3.60000000000138E-0004
52 M2  7.99999999999912E-0004
52 M3  6.09999999999999E-0004
52 M4  2.70000000000081E-0003
52 M5  0.00000000000000E+0000
52 N1  7.51250000000092E-0006
52 N2  3.10000000000032E-0005
52 N3  3.10000000000032E-0005
52 N4  3.36000000000225E-0005
52 N5  3.36000000000225E-0005
52 O1  0.00000000000000E+0000
52 O2  0.00000000000000E+0000
52 O3  0.00000000000000E+0000
53 K   8.93356999999924E-0001
53 L1  4.39999999999827E-0002
53 L2  7.89999999999509E-0002
53 L3  7.89999999999509E-0002
53 M1  4.14999999999832E-0004
53 M2  8.49999999999795E-0004
53 M3  6.44999999999563E-0004
53 M4  2.70000000000081E-0003
53 M5  0.00000000000000E+0000
53 N1  1.12562999999982E-0005
53 N2  4.30000000000153E-0005
53 N3  4.30000000000153E-0005
53 N4  4.83000000000011E-0005
53 N5  4.83000000000011E-0005
53 O1  0.00000000000000E+0000
53 O2  0.00000000000000E+0000
53 O3  0.00000000000000E+0000
54 K   9.02904999999919E-0001
54 L1  4.59999999999923E-0002
54 L2  8.29999999999700E-0002
54 L3  8.50000000000364E-0002
54 M1  4.69999999999970E-0004
54 M2  8.99999999999679E-0004
54 M3  6.80000000000014E-0004
54 M4  2.70000000000081E-0003
54 M5  0.00000000000000E+0000
54 N1  1.50000000000011E-0005
54 N2  5.50000000000273E-0005
54 N3  5.50000000000273E-0005
54 N4  6.30000000000353E-0005
54 N5  6.30000000000353E-0005
54 O1  0.00000000000000E+0000
54 O2  0.00000000000000E+0000
54 O3  0.00000000000000E+0000
55 K   9.11815999999817E-0001
55 L1  4.89999999999782E-0002
55 L2  9.00000000000318E-0002
55 L3  9.10000000000082E-0002
55 M1  5.93333000000307E-0004
55 M2  9.66667000000143E-0004
55 M3  7.83333000000219E-0004
55 M4  2.70000000000081E-0003
55 M5  0.00000000000000E+0000
55 N1  1.76667000000019E-0005
55 N2  7.33333000000336E-0005
55 N3  6.49999999999817E-0005
55 N4  8.86666999999619E-0005
55 N5  8.86666999999619E-0005
55 O1  0.00000000000000E+0000
55 O2  0.00000000000000E+0000
55 O3  0.00000000000000E+0000
56 K   9.20105999999578E-0001
56 L1  5.20000000000209E-0002
56 L2  9.60000000000036E-0002
56 L3  9.69999999999800E-0002
56 M1  7.16666999999838E-0004
56 M2  1.03333000000027E-0003
56 M3  8.86666999999619E-0004
56 M4  2.70000000000081E-0003
56 M5  0.00000000000000E+0000
56 N1  2.03333000000083E-0005
56 N2  9.16667000000482E-0005
56 N3  7.50000000000472E-0005
56 N4  1.14332999999966E-0004
56 N5  1.14332999999966E-0004
56 O1  0.00000000000000E+0000
56 O2  0.00000000000000E+0000
56 O3  0.00000000000000E+0000
57 K   9.27789000000303E-0001
57 L1  5.50000000000068E-0002
57 L2  1.02999999999951E-0001
57 L3  1.04000000000041E-0001
57 M1  8.40000000000174E-0004
57 M2  1.09999999999921E-0003
57 M3  9.89999999999824E-0004
57 M4  2.70000000000081E-0003
57 M5  0.00000000000000E+0000
57 N1  2.29999999999952E-0005
57 N2  1.10000000000054E-0004
57 N3  8.50000000000017E-0005
57 N4  1.40000000000029E-0004
57 N5  1.40000000000029E-0004
57 O1  0.00000000000000E+0000
57 O2  0.00000000000000E+0000
57 O3  0.00000000000000E+0000
58 K   9.34881999999561E-0001
58 L1  5.79999999999927E-0002
58 L2  1.10000000000013E-0001
58 L3  1.10999999999990E-0001
58 M1  8.29999999999664E-0004
58 M2  1.17333000000030E-0003
58 M3  1.01000000000084E-0003
58 M4  2.66666999999998E-0003
58 M5  1.06667000000015E-0003
58 N1  2.19999999999942E-0005
58 N2  8.09999999999977E-0005
58 N3  5.89999999999757E-0005
58 N4  1.89999999999912E-0004
58 N5  1.89999999999912E-0004
58 N6  0.00000000000000E+0000
58 N7  0.00000000000000E+0000
58 O1  0.00000000000000E+0000
58 O2  0.00000000000000E+0000
58 O3  0.00000000000000E+0000
59 K   9.41402000000380E-0001
59 L1  6.09999999999786E-0002
59 L2  1.16999999999961E-0001
59 L3  1.18000000000051E-0001
59 M1  8.20000000000043E-0004
59 M2  1.24667000000044E-0003
59 M3  1.03000000000008E-0003
59 M4  2.63332999999832E-0003
59 M5  2.13332999999949E-0003
59 N1  2.19999999999942E-0005
59 N2  7.69999999999937E-0005
59 N3  5.74999999999881E-0005
59 N4  1.59999999999938E-0004
59 N5  1.59999999999938E-0004
59 N6  0.00000000000000E+0000
59 N7  0.00000000000000E+0000
59 O1  0.00000000000000E+0000
59 O2  0.00000000000000E+0000
59 O3  0.00000000000000E+0000
60 K   9.47364999999991E-0001
60 L1  6.39999999999645E-0002
60 L2  1.24000000000023E-0001
60 L3  1.25000000000000E-0001
60 M1  8.10000000000422E-0004
60 M2  1.31999999999976E-0003
60 M3  1.04999999999932E-0003
60 M4  2.60000000000105E-0003
60 M5  3.19999999999965E-0003
60 N1  2.19999999999942E-0005
60 N2  7.29999999999897E-0005
60 N3  5.60000000000005E-0005
60 N4  1.29999999999963E-0004
60 N5  1.29999999999963E-0004
60 N6  0.00000000000000E+0000
60 N7  0.00000000000000E+0000
60 O1  0.00000000000000E+0000
60 O2  0.00000000000000E+0000
60 O3  0.00000000000000E+0000
61 K   9.52790000000277E-0001
61 L1  6.60000000000309E-0002
61 L2  1.32000000000062E-0001
61 L3  1.32000000000062E-0001
61 M1  8.29999999999664E-0004
61 M2  1.36999999999964E-0003
61 M3  1.12000000000023E-0003
61 M4  3.09999999999988E-0003
61 M5  4.10000000000110E-0003
61 N1  2.39999999999962E-0005
61 N2  7.26666999999459E-0005
61 N3  5.60000000000005E-0005
61 N4  1.23332999999892E-0004
61 N5  1.23332999999892E-0004
61 N6  0.00000000000000E+0000
61 N7  0.00000000000000E+0000
61 O1  0.00000000000000E+0000
61 O2  0.00000000000000E+0000
61 O3  0.00000000000000E+0000
62 K   9.57693000000290E-0001
62 L1  7.10000000000264E-0002
62 L2  1.40000000000100E-0001
62 L3  1.38999999999896E-0001
62 M1  8.49999999999795E-0004
62 M2  1.41999999999953E-0003
62 M3  1.18999999999935E-0003
62 M4  3.59999999999872E-0003
62 M5  5.00000000000256E-0003
62 N1  2.59999999999982E-0005
62 N2  7.23333000000048E-0005
62 N3  5.60000000000005E-0005
62 N4  1.16667000000014E-0004
62 N5  1.16667000000014E-0004
62 N6  0.00000000000000E+0000
62 N7  0.00000000000000E+0000
62 O1  0.00000000000000E+0000
62 O2  0.00000000000000E+0000
62 O3  0.00000000000000E+0000
63 K   9.62094000000434E-0001
63 L1  7.50000000000455E-0002
63 L2  1.48999999999887E-0001
63 L3  1.46999999999935E-0001
63 M1  8.69999999999926E-0004
63 M2  1.46999999999941E-0003
63 M3  1.26000000000026E-0003
63 M4  4.10000000000110E-0003
63 M5  5.89999999999691E-0003
63 N1  2.80000000000002E-0005
63 N2  7.19999999999610E-0005
63 N3  5.60000000000005E-0005
63 N4  1.10000000000054E-0004
63 N5  1.10000000000054E-0004
63 N6  0.00000000000000E+0000
63 N7  0.00000000000000E+0000
63 O1  0.00000000000000E+0000
63 O2  0.00000000000000E+0000
63 O3  0.00000000000000E+0000
64 K   9.66011000000435E-0001
64 L1  7.89999999999509E-0002
64 L2  1.57999999999902E-0001
64 L3  1.54999999999973E-0001
64 M1  9.22499999999715E-0004
64 M2  1.56499999999937E-0003
64 M3  1.30749999999935E-0003
64 M4  4.75000000000136E-0003
64 M5  7.07500000000039E-0003
64 N1  3.04999999999889E-0005
64 N2  7.10000000000433E-0005
64 N3  5.60000000000005E-0005
64 N4  1.10000000000054E-0004
64 N5  1.10000000000054E-0004
64 N6  0.00000000000000E+0000
64 N7  0.00000000000000E+0000
64 O1  0.00000000000000E+0000
64 O2  0.00000000000000E+0000
64 O3  0.00000000000000E+0000
65 K   9.69463999999789E-0001
65 L1  8.29999999999700E-0002
65 L2  1.66999999999916E-0001
65 L3  1.63999999999987E-0001
65 M1  9.75000000000392E-0004
65 M2  1.65999999999933E-0003
65 M3  1.35500000000021E-0003
65 M4  5.40000000000163E-0003
65 M5  8.25000000000387E-0003
65 N1  3.30000000000052E-0005
65 N2  7.00000000000145E-0005
65 N3  5.60000000000005E-0005
65 N4  1.10000000000054E-0004
65 N5  1.10000000000054E-0004
65 N6  0.00000000000000E+0000
65 N7  0.00000000000000E+0000
65 O1  0.00000000000000E+0000
65 O2  0.00000000000000E+0000
65 O3  0.00000000000000E+0000
66 K   9.72471000000041E-0001
66 L1  8.90000000000555E-0002
66 L2  1.78000000000111E-0001
66 L3  1.73999999999978E-0001
66 M1  1.02749999999929E-0003
66 M2  1.75499999999928E-0003
66 M3  1.40249999999930E-0003
66 M4  6.05000000000189E-0003
66 M5  9.42499999999313E-0003
66 N1  3.50000000000072E-0005
66 N2  7.00000000000145E-0005
66 N3  5.74999999999881E-0005
66 N4  1.10000000000054E-0004
66 N5  1.10000000000054E-0004
