
#S 1 M1 emission rates
#N 20
#L Z  TOTAL  M1M2  M1M3  M1M4  M1M5  M1N1  M1N2  M1N3  M1N4  M1N5  M1N6  M1N7  M1O1  M1O2  M1O3  M1O4  M1O5  M1P2  M1P3
76  0.010394  8.1319e-006  0.14536  3.5214e-008  0.22014  1.5452e-007  0.00073815  0.58074  3.1254e-006  0.0052051  2.286e-008  0.043662  4.445e-008  0.0001459  0  0  0  0.0040005  0  
77  0.011132  8.5916e-006  0.14603  3.7011e-008  0.21928  1.6278e-007  0.00075271  0.58005  3.2576e-006  0.0054035  2.4318e-008  0.044207  4.7297e-008  0.00015158  0  0  0  0.0041063  0  
78  0.01187  8.9942e-006  0.14662  3.8585e-008  0.21854  1.7001e-007  0.00076546  0.57945  3.3734e-006  0.0055771  2.5594e-008  0.044684  4.979e-008  0.00015655  0  0  0  0.0041988  0  
79  0.012608  9.3495e-006  0.14714  3.9974e-008  0.21788  1.7639e-007  0.00077672  0.57891  3.4756e-006  0.0057304  2.6721e-008  0.045106  5.199e-008  0.00016094  0  0  0  0.0042806  0  
80  0.014274  9.0372e-006  0.13801  3.8531e-008  0.20316  1.7024e-007  0.00073559  0.54083  3.3347e-006  0.0054854  2.5921e-008  0.042524  5.044e-008  0.00015412  0.065012  3.804e-007  0  0.0040703  0  
81  0.016031  1.3714e-005  0.14501  6.0269e-008  0.20024  2.4117e-007  0.00077784  0.52563  4.0701e-006  0.0061546  4.0212e-008  0.043686  8.4166e-008  0.0001785  0.073158  6.2457e-007  0  0.005145  0  
82  0.017787  1.7467e-005  0.15063  7.7715e-008  0.1979  2.981e-007  0.00081174  0.51343  4.6603e-006  0.0066916  5.168e-008  0.044618  1.1123e-007  0.00019807  0.079695  8.2052e-007  0  0.0060074  0  
83  0.019543  2.0546e-005  0.15524  9.2025e-008  0.19598  3.448e-007  0.00083956  0.50342  5.1444e-006  0.0071321  6.1087e-008  0.045383  1.3343e-007  0.00021412  0.085058  9.8125e-007  0  0.0067149  0  
84  0.0213  2.3117e-005  0.15909  1.0397e-007  0.19437  3.8379e-007  0.00086278  0.49506  5.5487e-006  0.0075  6.8943e-008  0.046021  1.5197e-007  0.00022752  0.089536  1.1155e-006  0  0.0073057  0  
85  0.023056  2.5296e-005  0.16235  1.141e-007  0.19301  4.1685e-007  0.00088247  0.48798  5.8914e-006  0.0078118  7.5602e-008  0.046562  1.6769e-007  0.00023888  0.093332  1.2293e-006  0  0.0078064  0  
86  0.024812  2.7167e-005  0.16515  1.228e-007  0.19184  4.4522e-007  0.00089937  0.4819  6.1855e-006  0.0080794  8.1318e-008  0.047027  1.8118e-007  0.00024864  0.09659  1.3269e-006  0  0.0082363  0  
87  0.026569  2.879e-005  0.16758  1.3034e-007  0.19083  4.6984e-007  0.00091403  0.47662  6.4408e-006  0.0083117  8.6279e-008  0.04743  1.9288e-007  0.0002571  0.099418  1.4117e-006  0  0.0086094  0  
88  0.028325  3.0213e-005  0.16971  1.3695e-007  0.18994  4.9141e-007  0.00092688  0.472  6.6644e-006  0.0085152  9.0624e-008  0.047783  2.0314e-007  0.00026451  0.10189  1.4859e-006  0  0.0089361  0  
89  0.030081  3.1469e-005  0.17159  1.4279e-007  0.18915  5.1046e-007  0.00093823  0.46791  6.8619e-006  0.0086949  9.4462e-008  0.048095  2.1219e-007  0.00027106  0.10408  1.5515e-006  0  0.0092248  0  
90  0.031838  3.2586e-005  0.17326  1.4799e-007  0.18846  5.2741e-007  0.00094832  0.46428  7.0376e-006  0.0088548  9.7877e-008  0.048373  2.2025e-007  0.00027689  0.10603  1.6098e-006  0  0.0094815  0  
91  0.033594  3.3587e-005  0.17476  1.5264e-007  0.18783  5.4259e-007  0.00095736  0.46103  7.195e-006  0.008998  1.0093e-007  0.048621  2.2747e-007  0.0002821  0.10777  1.6621e-006  0  0.0097115  0  
92  0.03535  3.4488e-005  0.17611  1.5683e-007  0.18727  5.5626e-007  0.0009655  0.4581  7.3367e-006  0.0091269  1.0369e-007  0.048845  2.3397e-007  0.0002868  0.10934  1.7091e-006  0  0.0099185  0  
93  3.1271  4.1891e-007  0.0021042  1.9059e-009  0.0022161  6.7474e-009  1.1544e-005  0.0054043  8.8579e-008  0.00010969  1.2599e-009  0.000582  2.8461e-009  3.4536e-006  0.0013143  2.0786e-008  9.2737e-006  0.00011992  0.98812  
94  3.1271  4.1891e-007  0.0021042  1.9059e-009  0.0022161  6.7474e-009  1.1544e-005  0.0054043  8.8579e-008  0.00010969  1.2599e-009  0.000582  2.8461e-009  3.4536e-006  0.0013143  2.0786e-008  9.2737e-006  0.00011992  0.98812  
95  3.1271  4.1891e-007  0.0021042  1.9059e-009  0.0022161  6.7474e-009  1.1544e-005  0.0054043  8.8579e-008  0.00010969  1.2599e-009  0.000582  2.8461e-009  3.4536e-006  0.0013143  2.0786e-008  9.2737e-006  0.00011992  0.98812  
96  3.1271  4.1891e-007  0.0021042  1.9059e-009  0.0022161  6.7474e-009  1.1544e-005  0.0054043  8.8579e-008  0.00010969  1.2599e-009  0.000582  2.8461e-009  3.4536e-006  0.0013143  2.0786e-008  9.2737e-006  0.00011992  0.98812  
97  3.1271  4.1891e-007  0.0021042  1.9059e-009  0.0022161  6.7474e-009  1.1544e-005  0.0054043  8.8579e-008  0.00010969  1.2599e-009  0.000582  2.8461e-009  3.4536e-006  0.0013143  2.0786e-008  9.2737e-006  0.00011992  0.98812  
98  3.1271  4.1891e-007  0.0021042  1.9059e-009  0.0022161  6.7474e-009  1.1544e-005  0.0054043  8.8579e-008  0.00010969  1.2599e-009  0.000582  2.8461e-009  3.4536e-006  0.0013143  2.0786e-008  9.2737e-006  0.00011992  0.98812  
99  3.1271  4.1891e-007  0.0021042  1.9059e-009  0.0022161  6.7474e-009  1.1544e-005  0.0054043  8.8579e-008  0.00010969  1.2599e-009  0.000582  2.8461e-009  3.4536e-006  0.0013143  2.0786e-008  9.2737e-006  0.00011992  0.98812  
100  3.1271  4.1891e-007  0.0021042  1.9059e-009  0.0022161  6.7474e-009  1.1544e-005  0.0054043  8.8579e-008  0.00010969  1.2599e-009  0.000582  2.8461e-009  3.4536e-006  0.0013143  2.0786e-008  9.2737e-006  0.00011992  0.98812  
101  3.1271  4.1891e-007  0.0021042  1.9059e-009  0.0022161  6.7474e-009  1.1544e-005  0.0054043  8.8579e-008  0.00010969  1.2599e-009  0.000582  2.8461e-009  3.4536e-006  0.0013143  2.0786e-008  9.2737e-006  0.00011992  0.98812  
102  3.1271  4.1891e-007  0.0021042  1.9059e-009  0.0022161  6.7474e-009  1.1544e-005  0.0054043  8.8579e-008  0.00010969  1.2599e-009  0.000582  2.8461e-009  3.4536e-006  0.0013143  2.0786e-008  9.2737e-006  0.00011992  0.98812  
103  3.1271  4.1891e-007  0.0021042  1.9059e-009  0.0022161  6.7474e-009  1.1544e-005  0.0054043  8.8579e-008  0.00010969  1.2599e-009  0.000582  2.8461e-009  3.4536e-006  0.0013143  2.0786e-008  9.2737e-006  0.00011992  0.98812  
104  3.1271  4.1891e-007  0.0021042  1.9059e-009  0.0022161  6.7474e-009  1.1544e-005  0.0054043  8.8579e-008  0.00010969  1.2599e-009  0.000582  2.8461e-009  3.4536e-006  0.0013143  2.0786e-008  9.2737e-006  0.00011992  0.98812  
105  3.1271  4.1891e-007  0.0021042  1.9059e-009  0.0022161  6.7474e-009  1.1544e-005  0.0054043  8.8579e-008  0.00010969  1.2599e-009  0.000582  2.8461e-009  3.4536e-006  0.0013143  2.0786e-008  9.2737e-006  0.00011992  0.98812  
106  3.1271  4.1891e-007  0.0021042  1.9059e-009  0.0022161  6.7474e-009  1.1544e-005  0.0054043  8.8579e-008  0.00010969  1.2599e-009  0.000582  2.8461e-009  3.4536e-006  0.0013143  2.0786e-008  9.2737e-006  0.00011992  0.98812  
107  3.1271  4.1891e-007  0.0021042  1.9059e-009  0.0022161  6.7474e-009  1.1544e-005  0.0054043  8.8579e-008  0.00010969  1.2599e-009  0.000582  2.8461e-009  3.4536e-006  0.0013143  2.0786e-008  9.2737e-006  0.00011992  0.98812  
108  3.1271  4.1891e-007  0.0021042  1.9059e-009  0.0022161  6.7474e-009  1.1544e-005  0.0054043  8.8579e-008  0.00010969  1.2599e-009  0.000582  2.8461e-009  3.4536e-006  0.0013143  2.0786e-008  9.2737e-006  0.00011992  0.98812  
109  3.1271  4.1891e-007  0.0021042  1.9059e-009  0.0022161  6.7474e-009  1.1544e-005  0.0054043  8.8579e-008  0.00010969  1.2599e-009  0.000582  2.8461e-009  3.4536e-006  0.0013143  2.0786e-008  9.2737e-006  0.00011992  0.98812  

#S 3 M3 emission rates
#N 19
#L Z  TOTAL  M3M4  M3M5  M3N1  M3N2  M3N3  M3N4  M3N5  M3N6  M3N7  M3O1  M3O2  M3O3  M3O4  M3O5  M3O6  M3P2  M3Q1
1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
3  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
4  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
7  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
8  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
9  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
10  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
11  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
12  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
13  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
14  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
15  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
16  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
17  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
18  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
20  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
21  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
22  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
23  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
24  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
25  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
26  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
27  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
28  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
29  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
30  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
31  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
32  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
33  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
34  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
35  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
36  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
37  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
38  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
39  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
40  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
41  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
42  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
43  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
44  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
45  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
46  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
47  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
48  0.00037664  0.023338  0.15877  0.44339  0.00027347  0.00012426  0.052039  0.28675  0  0  0.035312  0  0  0  0  0  0  0  
49  0.00048512  0.019035  0.13122  0.42051  0.00031038  0.00014041  0.05916  0.32569  0  0  0.043936  0  0  0  0  0  0  0  
50  0.00059361  0.016305  0.11374  0.40599  0.00033379  0.00015065  0.063678  0.3504  0  0  0.049407  0  0  0  0  0  0  0  
51  0.00070209  0.014418  0.10166  0.39596  0.00034997  0.00015773  0.0668  0.36747  0  0  0.053188  0  0  0  0  0  0  0  
52  0.00081058  0.013037  0.092809  0.38861  0.00036182  0.00016292  0.069086  0.37998  0  0  0.055957  0  0  0  0  0  0  0  
53  0.00091906  0.011981  0.08605  0.383  0.00037087  0.00016688  0.070833  0.38953  0  0  0.058072  0  0  0  0  0  0  0  
54  0.0010275  0.011149  0.080719  0.37857  0.00037802  0.00017  0.072211  0.39706  0  0  0.05974  0  0  0  0  0  0  0  
55  0.0011406  0.010433  0.0761  0.37349  0.00038225  0.00017184  0.073031  0.40154  0  0  0.060845  5.5672e-005  2.4899e-005  0  0  0  0.0039277  0  
56  0.0013567  0.0091152  0.067844  0.36837  0.00042816  0.00019115  0.07546  0.41309  0  0  0.06103  6.4453e-005  3.4413e-005  0  0  0  0.0043684  0  
57  0.0015728  0.0081594  0.061856  0.36467  0.00046145  0.00020515  0.077222  0.42147  0  0  0.061164  7.0821e-005  4.1313e-005  0  0  0  0.004688  0  
58  0.0017889  0.0074346  0.057315  0.36186  0.0004867  0.00021577  0.078557  0.42782  0  0  0.061266  7.565e-005  4.6546e-005  0  0  0  0.0049303  0  
59  0.002005  0.006866  0.053754  0.35965  0.0005065  0.0002241  0.079605  0.4328  0  0  0.061346  7.9439e-005  5.065e-005  0  0  0  0.0051204  0  
60  0.0022211  0.0064081  0.050885  0.35787  0.00052245  0.00023081  0.080449  0.43681  0  0  0.06141  8.249e-005  5.3956e-005  0  0  0  0.0052736  0  
61  0.0024373  0.0060314  0.048525  0.35641  0.00053558  0.00023633  0.081143  0.44011  0  0  0.061463  8.5e-005  5.6676e-005  0  0  0  0.0053995  0  
62  0.0026534  0.005716  0.046549  0.35519  0.00054656  0.00024095  0.081724  0.44288  0  0  0.061507  8.7101e-005  5.8952e-005  0  0  0  0.005505  0  
63  0.0028695  0.0054482  0.044871  0.35415  0.00055589  0.00024488  0.082218  0.44522  0  0  0.061544  8.8886e-005  6.0886e-005  0  0  0  0.0055945  0  
64  0.0031075  0.0051809  0.043121  0.35076  0.00055993  0.0002465  0.082058  0.44408  0.00031922  0.0014095  0.061141  8.9781e-005  6.2107e-005  0.0053418  0  0  0.0056314  0  
65  0.0034541  0.0048107  0.04087  0.35272  0.00059784  0.00026104  0.082897  0.44633  0.00034018  0.0014973  0.060219  9.2403e-005  5.7179e-005  0.0040049  0  0  0.0052981  0  
66  0.0038006  0.004508  0.039029  0.35433  0.00062885  0.00027294  0.083583  0.44817  0.00035731  0.001569  0.059464  9.4546e-005  5.3149e-005  0.0029118  0  0  0.0050255  0  
67  0.0041471  0.0042559  0.037496  0.35567  0.00065467  0.00028285  0.084154  0.44971  0.00037158  0.0016288  0.058836  9.6331e-005  4.9793e-005  0.0020014  0  0  0.0047985  0  
68  0.0044937  0.0040427  0.036199  0.3568  0.00067651  0.00029122  0.084638  0.451  0.00038365  0.0016794  0.058304  9.7841e-005  4.6955e-005  0.0012314  0  0  0.0046065  0  
69  0.0048402  0.00386  0.035088  0.35777  0.00069522  0.0002984  0.085052  0.45212  0.00039399  0.0017227  0.057849  9.9135e-005  4.4523e-005  0.0005716  0  0  0.004442  0  
70  0.0051867  0.0037018  0.034126  0.35861  0.00071143  0.00030462  0.08541  0.45308  0.00040295  0.0017603  0.057454  0.00010026  4.2416e-005  0  0  0  0.0042994  0  
71  0.0058797  0.0033743  0.031991  0.35784  0.00075871  0.00032348  0.085667  0.45206  0.00046295  0.0020302  0.060496  0.00011718  4.9951e-005  0  0  0  0.0048301  0  
72  0.0065728  0.0031159  0.030307  0.35723  0.00079601  0.00033837  0.08587  0.45126  0.00051029  0.0022432  0.062896  0.00013054  5.5897e-005  0  0  0  0.0052489  0  
73  0.0072658  0.0029068  0.028944  0.35674  0.0008262  0.00035041  0.086034  0.45061  0.0005486  0.0024156  0.064838  0.00014135  6.0709e-005  0  0  0  0.0055878  0  
74  0.0079588  0.0027341  0.027818  0.35634  0.00085113  0.00036036  0.086169  0.45007  0.00058024  0.0025579  0.066442  0.00015027  6.4683e-005  0  0  0  0.0058677  0  
75  0.0086518  0.0025891  0.026873  0.356  0.00087207  0.00036871  0.086283  0.44962  0.00060681  0.0026775  0.067789  0.00015777  6.8021e-005  0  0  0  0.0061028  0  
76  0.0093448  0.0024655  0.026068  0.35571  0.0008899  0.00037582  0.086379  0.44923  0.00062944  0.0027793  0.068937  0.00016416  7.0863e-005  0  0  0  0.006303  0  
77  0.010038  0.0023591  0.025374  0.35546  0.00090528  0.00038195  0.086463  0.4489  0.00064894  0.0028671  0.069925  0.00016966  7.3313e-005  0  0  0  0.0064755  0  
78  0.010731  0.0022664  0.02477  0.35524  0.00091866  0.00038729  0.086536  0.44861  0.00066593  0.0029435  0.070787  0.00017445  7.5446e-005  0  0  0  0.0066258  0  
79  0.011424  0.0021849  0.024239  0.35505  0.00093042  0.00039199  0.086599  0.44836  0.00068086  0.0030106  0.071543  0.00017866  7.7321e-005  0  0  0  0.0067578  0  
80  0.012831  0.0019952  0.022446  0.33513  0.00088848  0.0003741  0.081834  0.4232  0.00065545  0.0028993  0.068195  0.00017224  7.4586e-005  0.0091966  0.04645  0  0.0064922  0  
81  0.014566  0.0018098  0.021151  0.33324  0.00092894  0.00039133  0.080695  0.41488  0.00070196  0.0031127  0.070608  0.00019044  8.473e-005  0.010525  0.053297  0  0.0083843  0  
82  0.016301  0.0016639  0.020131  0.33175  0.00096079  0.00040489  0.079799  0.40834  0.00073858  0.0032807  0.072508  0.00020476  9.2715e-005  0.011571  0.058686  0  0.0098736  0  
83  0.018035  0.0015461  0.019308  0.33054  0.00098652  0.00041585  0.079075  0.40305  0.00076814  0.0034163  0.074042  0.00021633  9.9163e-005  0.012416  0.063038  0  0.011076  0  
84  0.01977  0.0014489  0.018629  0.32955  0.0010077  0.00042488  0.078478  0.39869  0.00079252  0.0035282  0.075307  0.00022586  0.00010448  0.013112  0.066627  0  0.012068  0  
85  0.021505  0.0013675  0.01806  0.32872  0.0010255  0.00043245  0.077977  0.39504  0.00081297  0.003622  0.076368  0.00023386  0.00010894  0.013696  0.069636  0  0.0129  0  
86  0.02324  0.0012982  0.017576  0.32801  0.0010406  0.0004389  0.077552  0.39193  0.00083036  0.0037018  0.07727  0.00024066  0.00011273  0.014193  0.072196  0  0.013607  0  
87  0.024975  0.0012385  0.017159  0.3274  0.0010537  0.00044444  0.077185  0.38925  0.00084534  0.0037705  0.078047  0.00024652  0.000116  0.014621  0.074401  0  0.014217  0  
88  0.02671  0.0011865  0.016796  0.32687  0.001065  0.00044927  0.076866  0.38692  0.00085837  0.0038303  0.078723  0.00025162  0.00011884  0.014993  0.076319  0  0.014747  0  
89  0.028445  0.0011409  0.016477  0.32641  0.001075  0.00045351  0.076586  0.38488  0.00086981  0.0038828  0.079317  0.0002561  0.00012134  0.01532  0.078003  0  0.015212  0  
90  0.03018  0.0011006  0.016195  0.326  0.0010838  0.00045726  0.076338  0.38307  0.00087994  0.0039293  0.079843  0.00026006  0.00012355  0.015609  0.079493  0  0.015624  0  
91  0.031914  0.0010646  0.015944  0.32563  0.0010916  0.00046061  0.076117  0.38145  0.00088896  0.0039707  0.080311  0.00026359  0.00012551  0.015867  0.080822  0  0.015991  0  
92  0.033649  0.0010324  0.015719  0.3253  0.0010987  0.00046361  0.075919  0.38001  0.00089706  0.0040079  0.080731  0.00026676  0.00012728  0.016098  0.082013  0  0.016321  0  
93  0.035448  0.0010015  0.015487  0.32442  0.001103  0.00046547  0.075604  0.37802  0.00090273  0.0040341  0.080964  0.00026913  0.00012864  0.016277  0.082938  6.7423e-005  0.016588  0.0017321  
94  0.035448  0.0010015  0.015487  0.32442  0.001103  0.00046547  0.075604  0.37802  0.00090273  0.0040341  0.080964  0.00026913  0.00012864  0.016277  0.082938  6.7423e-005  0.016588  0.0017321  
95  0.035448  0.0010015  0.015487  0.32442  0.001103  0.00046547  0.075604  0.37802  0.00090273  0.0040341  0.080964  0.00026913  0.00012864  0.016277  0.082938  6.7423e-005  0.016588  0.0017321  
96  0.035448  0.0010015  0.015487  0.32442  0.001103  0.00046547  0.075604  0.37802  0.00090273  0.0040341  0.080964  0.00026913  0.00012864  0.016277  0.082938  6.7423e-005  0.016588  0.0017321  
97  0.035448  0.0010015  0.015487  0.32442  0.001103  0.00046547  0.075604  0.37802  0.00090273  0.0040341  0.080964  0.00026913  0.00012864  0.016277  0.082938  6.7423e-005  0.016588  0.0017321  
98  0.035448  0.0010015  0.015487  0.32442  0.001103  0.00046547  0.075604  0.37802  0.00090273  0.0040341  0.080964  0.00026913  0.00012864  0.016277  0.082938  6.7423e-005  0.016588  0.0017321  
99  0.035448  0.0010015  0.015487  0.32442  0.001103  0.00046547  0.075604  0.37802  0.00090273  0.0040341  0.080964  0.00026913  0.00012864  0.016277  0.082938  6.7423e-005  0.016588  0.0017321  
100  0.035448  0.0010015  0.015487  0.32442  0.001103  0.00046547  0.075604  0.37802  0.00090273  0.0040341  0.080964  0.00026913  0.00012864  0.016277  0.082938  6.7423e-005  0.016588  0.0017321  
101  0.035448  0.0010015  0.015487  0.32442  0.001103  0.00046547  0.075604  0.37802  0.00090273  0.0040341  0.080964  0.00026913  0.00012864  0.016277  0.082938  6.7423e-005  0.016588  0.0017321  
102  0.035448  0.0010015  0.015487  0.32442  0.001103  0.00046547  0.075604  0.37802  0.00090273  0.0040341  0.080964  0.00026913  0.00012864  0.016277  0.082938  6.7423e-005  0.016588  0.0017321  
103  0.035448  0.0010015  0.015487  0.32442  0.001103  0.00046547  0.075604  0.37802  0.00090273  0.0040341  0.080964  0.00026913  0.00012864  0.016277  0.082938  6.7423e-005  0.016588  0.0017321  
104  0.035448  0.0010015  0.015487  0.32442  0.001103  0.00046547  0.075604  0.37802  0.00090273  0.0040341  0.080964  0.00026913  0.00012864  0.016277  0.082938  6.7423e-005  0.016588  0.0017321  
105  0.035448  0.0010015  0.015487  0.32442  0.001103  0.00046547  0.075604  0.37802  0.00090273  0.0040341  0.080964  0.00026913  0.00012864  0.016277  0.082938  6.7423e-005  0.016588  0.0017321  
106  0.035448  0.0010015  0.015487  0.32442  0.001103  0.00046547  0.075604  0.37802  0.00090273  0.0040341  0.080964  0.00026913  0.00012864  0.016277  0.082938  6.7423e-005  0.016588  0.0017321  
107  0.035448  0.0010015  0.015487  0.32442  0.001103  0.00046547  0.075604  0.37802  0.00090273  0.0040341  0.080964  0.00026913  0.00012864  0.016277  0.082938  6.7423e-005  0.016588  0.0017321  
108  0.035448  0.0010015  0.015487  0.32442  0.001103  0.00046547  0.075604  0.37802  0.00090273  0.0040341  0.080964  0.00026913  0.00012864  0.016277  0.082938  6.7423e-005  0.016588  0.0017321  
109  0.035448  0.0010015  0.015487  0.32442  0.001103  0.00046547  0.075604  0.37802  0.00090273  0.0040341  0.080964  0.00026913  0.00012864  0.016277  0.082938  6.7423e-005  0.016588  0.0017321  

#S 4 M4 emission rates
#N 19
#L Z  TOTAL  M4M5  M4N1  M4N2  M4N3  M4N4  M4N5  M4N6  M4N7  M4O1  M4O2  M4O3  M4O4  M4O5  M4O6  M4P1  M4P2  M4P3
1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
3  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
4  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
7  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
8  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
9  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
10  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
11  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
12  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
13  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
14  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
15  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
16  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
17  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
18  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
20  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
21  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
22  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
23  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
24  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
25  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
26  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
27  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
28  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
29  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
30  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
31  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
32  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
33  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
34  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
35  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
36  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
37  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
38  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
39  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
40  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
41  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
42  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
43  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
44  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
45  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
46  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
47  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
